saleline_id,order_id,product,category,sale_amount,quantity
580050,336139,SKU 26,Poufs,157.5,1
561313,321690,SKU 15,Bedside Tables,1431.5,1
568585,327509,SKU 15,Bedside Tables,2863,2
565751,325228,SKU 15,Bedside Tables,1431.5,1
560318,320954,SKU 15,Bedside Tables,1431.5,1
560317,320947,SKU 15,Bedside Tables,1431.5,1
572385,292547,SKU 27,Poufs,623,2
572294,330345,SKU 27,Poufs,311.5,1
575725,333043,SKU 28,Dining Benches,556.5,1
574956,332440,SKU 28,Dining Benches,556.5,1
573674,331310,SKU 28,Dining Benches,1113,2
572721,327379,SKU 28,Dining Benches,696.5,1
567162,326445,SKU 28,Dining Benches,696.5,1
567361,326591,SKU 28,Dining Benches,696.5,1
575730,333030,SKU 28,Dining Benches,556.5,1
574839,330204,SKU 28,Dining Benches,521.5,1
570530,328899,SKU 28,Dining Benches,696.5,1
568926,327749,SKU 28,Dining Benches,696.5,1
568040,327139,SKU 28,Dining Benches,696.5,1
564488,311533,SKU 28,Dining Benches,591.5,1
564002,194818,SKU 29,Poufs,416.5,1
558289,308976,SKU 29,Poufs,416.5,1
560324,320960,SKU 29,Poufs,833,2
563786,323746,SKU 29,Poufs,1249.5,3
561367,315089,SKU 29,Poufs,833,2
560396,321018,SKU 29,Poufs,416.5,1
574167,331787,SKU 30,Ottomans,1501.5,1
569351,327963,SKU 30,Ottomans,1396.5,1
563610,323616,SKU 30,Ottomans,1396.5,1
598010,349778,SKU 31,Modular Corner Sofas,2446.5,1
578113,297249,SKU 32,Poufs,120.855,1
578687,335089,SKU 32,Poufs,157.5,1
578364,334892,SKU 32,Poufs,157.5,1
578029,334707,SKU 32,Poufs,157.5,1
577890,334605,SKU 32,Poufs,139.3,1
577252,334223,SKU 32,Poufs,157.5,1
568396,327383,SKU 32,Poufs,157.5,1
568071,301512,SKU 32,Poufs,112.49,1
567956,327069,SKU 32,Poufs,157.5,1
559700,299027,SKU 33,Plates & Bowls,315,2
573223,330967,SKU 33,Plates & Bowls,1.96,1
550353,313240,SKU 33,Plates & Bowls,157.5,1
612802,248127,SKU 33,Plates & Bowls,157.5,1
609559,292392,SKU 33,Plates & Bowls,157.5,1
601938,352692,SKU 34,Chaise Sectional Sofas,5596.5,1
587230,341099,SKU 35,Armchairs,2446.5,1
579545,335760,SKU 35,Armchairs,2568.23,1
586792,340744,SKU 35,Armchairs,2446.5,1
583794,338650,SKU 35,Armchairs,2691.5,1
571118,329403,SKU 36,Modular Chaises,3076.5,1
566116,325522,SKU 36,Modular Chaises,3076.5,1
591407,344579,SKU 37,Ottomans,451.5,1
585730,340008,SKU 37,Ottomans,413.595,1
592434,327730,SKU 37,Ottomans,346.5,1
570187,328621,SKU 38,3 Seater Sofas,4896.5,1
568985,327761,SKU 38,3 Seater Sofas,4896.5,1
566777,313608,SKU 38,3 Seater Sofas,4896.5,1
563983,323865,SKU 38,3 Seater Sofas,4896.5,1
559917,320596,SKU 38,3 Seater Sofas,4896.5,1
559783,320520,SKU 38,3 Seater Sofas,4896.5,1
575791,333071,SKU 38,3 Seater Sofas,5246.5,1
570606,328970,SKU 38,3 Seater Sofas,4896.5,1
568519,327464,SKU 38,3 Seater Sofas,4896.5,1
564828,324426,SKU 38,3 Seater Sofas,4896.5,1
563338,323377,SKU 38,3 Seater Sofas,4896.5,1
582532,337828,SKU 39,Ottomans,933.065,1
579546,335760,SKU 39,Ottomans,896.77,1
598931,238456,SKU 40,Coffee Tables,906.5,1
583135,338239,SKU 40,Coffee Tables,953.785,1
576171,333463,SKU 40,Coffee Tables,1046.5,1
566462,325851,SKU 40,Coffee Tables,941.5,1
599097,350660,SKU 40,Coffee Tables,906.5,1
575885,333156,SKU 40,Coffee Tables,1046.5,1
604017,352111,SKU 40,Coffee Tables,906.5,1
600569,351715,SKU 40,Coffee Tables,906.5,1
597297,349093,SKU 40,Coffee Tables,906.5,1
591100,344160,SKU 41,TV Consoles,2446.5,1
600921,351964,SKU 41,TV Consoles,2376.5,1
599955,351307,SKU 41,TV Consoles,2376.5,1
563163,323251,SKU 41,TV Consoles,2656.5,1
598047,349831,SKU 41,TV Consoles,2376.5,1
595401,347694,SKU 41,TV Consoles,2446.5,1
592150,345199,SKU 41,TV Consoles,2446.5,1
587346,290799,SKU 41,TV Consoles,2446.5,1
586991,340943,SKU 41,TV Consoles,2446.5,1
601186,352092,SKU 41,TV Consoles,2376.5,1
600370,351578,SKU 41,TV Consoles,2376.5,1
597599,349339,SKU 41,TV Consoles,2376.5,1
592891,345734,SKU 41,TV Consoles,2446.5,1
591129,344192,SKU 41,TV Consoles,2446.5,1
573301,331026,SKU 42,Dining Benches,941.5,1
572789,330674,SKU 42,Dining Benches,941.5,1
573404,331101,SKU 42,Dining Benches,941.5,1
573285,331032,SKU 42,Dining Benches,941.5,1
570716,329066,SKU 42,Dining Benches,941.5,1
584472,311230,SKU 43,2 Seater Sofas,2792.055,1
579170,335453,SKU 43,2 Seater Sofas,2827.02,1
589552,343000,SKU 43,2 Seater Sofas,2986.795,1
578016,334699,SKU 43,2 Seater Sofas,2898.21,1
577536,333989,SKU 43,2 Seater Sofas,2812.355,1
571279,328563,SKU 43,2 Seater Sofas,2969.82,1
569689,328228,SKU 43,2 Seater Sofas,3006.5,1
567766,326976,SKU 43,2 Seater Sofas,3006.5,1
564249,301843,SKU 43,2 Seater Sofas,3006.5,1
561030,321498,SKU 43,2 Seater Sofas,3006.5,1
596425,348422,SKU 43,2 Seater Sofas,3041.5,1
590175,277074,SKU 43,2 Seater Sofas,3041.5,1
584471,339389,SKU 43,2 Seater Sofas,2802.03,1
584795,339313,SKU 43,2 Seater Sofas,5775,2
604895,289259,SKU 43,2 Seater Sofas,3041.5,1
559382,320225,SKU 43,2 Seater Sofas,2744,1
595405,347975,SKU 43,2 Seater Sofas,3041.5,1
590176,277074,SKU 44,3 Seater Sofas,3846.5,1
586492,340601,SKU 44,3 Seater Sofas,3846.5,1
577606,309499,SKU 44,3 Seater Sofas,3527.335,1
576322,333534,SKU 44,3 Seater Sofas,3846.5,1
581818,337015,SKU 44,3 Seater Sofas,3508.19,1
575239,332639,SKU 44,3 Seater Sofas,3846.5,1
570999,268120,SKU 44,3 Seater Sofas,3846.5,1
569687,328228,SKU 44,3 Seater Sofas,3846.5,1
569268,327921,SKU 44,3 Seater Sofas,3846.5,1
568474,327714,SKU 44,3 Seater Sofas,3846.5,1
565349,326085,SKU 44,3 Seater Sofas,3846.5,1
564879,324470,SKU 44,3 Seater Sofas,3846.5,1
562599,322785,SKU 44,3 Seater Sofas,3846.5,1
560434,321043,SKU 44,3 Seater Sofas,3846.5,1
589521,342985,SKU 44,3 Seater Sofas,3846.5,1
576187,333450,SKU 44,3 Seater Sofas,3846.5,1
574065,331719,SKU 44,3 Seater Sofas,3846.5,1
573003,330844,SKU 44,3 Seater Sofas,3846.5,1
571861,329994,SKU 44,3 Seater Sofas,3846.5,1
564109,323938,SKU 44,3 Seater Sofas,3846.5,1
561371,321850,SKU 44,3 Seater Sofas,3846.5,1
561134,321560,SKU 44,3 Seater Sofas,3846.5,1
560747,321245,SKU 44,3 Seater Sofas,3846.5,1
573237,330989,SKU 45,Modular Armless 2-Seater Sofas,2796.5,1
612549,150323,SKU 46,Dining Chairs,1743,2
773746,330420,SKU 47,Ottomans,856.03,1
581583,317825,SKU 47,Ottomans,1046.5,1
563582,323590,SKU 47,Ottomans,953.61,1
583220,338304,SKU 47,Ottomans,1046.5,1
579207,335530,SKU 47,Ottomans,967.645,1
577483,334374,SKU 47,Ottomans,1046.5,1
568456,327429,SKU 47,Ottomans,1011.5,1
567237,327366,SKU 47,Ottomans,1011.5,1
583141,338241,SKU 48,Chaise Sectional Sofas,5215.42,1
604358,352866,SKU 49,Sideboards,2796.5,1
595231,347564,SKU 50,3 Seater Sofas,3846.5,1
589327,342841,SKU 50,3 Seater Sofas,3846.5,1
602494,353142,SKU 50,3 Seater Sofas,3846.5,1
600222,351472,SKU 50,3 Seater Sofas,3846.5,1
597800,349605,SKU 51,Modular Armless Sofas,1746.5,1
570158,320376,SKU 51,Modular Armless Sofas,1396.5,1
598011,349778,SKU 51,Modular Armless Sofas,1746.5,1
615740,238868,SKU 52,3 Seater Sofas,3846.5,1
590281,343528,SKU 53,Dining Chairs,1393,2
588737,342100,SKU 53,Dining Chairs,1673,2
587869,341786,SKU 53,Dining Chairs,3346,4
601705,129373,SKU 53,Dining Chairs,2786,4
599513,351169,SKU 53,Dining Chairs,1393,2
573267,331019,SKU 53,Dining Chairs,1673,2
559398,320230,SKU 53,Dining Chairs,1673,2
601724,173194,SKU 53,Dining Chairs,1393,2
600038,351361,SKU 53,Dining Chairs,1393,2
596248,348331,SKU 53,Dining Chairs,1393,2
600221,351472,SKU 53,Dining Chairs,1363.6,2
600221,351472,SKU 53,Dining Chairs,1363.6,2
593742,346375,SKU 53,Dining Chairs,1363.6,2
593697,346344,SKU 53,Dining Chairs,1346.66,2
589316,342854,SKU 53,Dining Chairs,1589.56,2
589316,342854,SKU 53,Dining Chairs,1589.56,2
586981,340935,SKU 53,Dining Chairs,1589.56,2
593742,346375,SKU 53,Dining Chairs,1363.6,2
593697,346344,SKU 53,Dining Chairs,1346.66,2
586981,340935,SKU 53,Dining Chairs,1589.56,2
573402,331101,SKU 53,Dining Chairs,1520.05,2
573402,331101,SKU 53,Dining Chairs,1520.05,2
564906,324492,SKU 53,Dining Chairs,1520.82,2
560605,321100,SKU 53,Dining Chairs,1520.05,2
560571,321128,SKU 53,Dining Chairs,1488.48,2
560338,320985,SKU 53,Dining Chairs,1520.05,2
607033,311661,SKU 53,Dining Chairs,1346.205,2
596247,348331,SKU 53,Dining Chairs,1363.6,2
593763,346385,SKU 53,Dining Chairs,1363.6,2
572778,330672,SKU 53,Dining Chairs,1520.05,2
572778,330672,SKU 53,Dining Chairs,1520.05,2
564906,324492,SKU 53,Dining Chairs,1520.82,2
560605,321100,SKU 53,Dining Chairs,1520.05,2
560338,320985,SKU 53,Dining Chairs,1520.05,2
607033,311661,SKU 53,Dining Chairs,1346.205,2
596247,348331,SKU 53,Dining Chairs,1363.6,2
593763,346385,SKU 53,Dining Chairs,1363.6,2
586089,340889,SKU 53,Dining Chairs,1589.56,2
586089,340889,SKU 53,Dining Chairs,1589.56,2
570717,329066,SKU 53,Dining Chairs,1520.82,2
568711,327599,SKU 53,Dining Chairs,1520.82,2
568215,327265,SKU 53,Dining Chairs,1535.31,2
570717,329066,SKU 53,Dining Chairs,1520.82,2
568711,327599,SKU 53,Dining Chairs,1520.82,2
562237,322523,SKU 53,Dining Chairs,1520.82,2
559404,320230,SKU 53,Dining Chairs,2974.895,2
562237,322523,SKU 53,Dining Chairs,1520.82,2
560527,321094,SKU 53,Dining Chairs,1488.48,2
559718,320466,SKU 53,Dining Chairs,1487.43,2
587209,341250,SKU 54,Armchairs,2096.5,1
580884,334740,SKU 54,Armchairs,2096.5,1
581289,336980,SKU 54,Armchairs,3917.025,2
582663,337942,SKU 54,Armchairs,2096.5,1
572084,330183,SKU 54,Armchairs,1816.5,1
560168,320247,SKU 54,Armchairs,3843,2
663766,172490,SKU 54,Armchairs,1886.5,1
575191,332606,SKU 54,Armchairs,4193,2
572586,330534,SKU 54,Armchairs,3843,2
568489,327445,SKU 54,Armchairs,1921.5,1
563109,323200,SKU 54,Armchairs,1921.5,1
608591,352829,SKU 54,Armchairs,1641.5,1
592132,345184,SKU 54,Armchairs,8386,4
588080,341927,SKU 55,Rugs,241.5,1
584092,334220,SKU 55,Rugs,239.68,1
584125,338826,SKU 55,Rugs,239.54,1
640436,253106,SKU 55,Rugs,227.5,1
588788,343228,SKU 55,Rugs,241.5,1
587721,341672,SKU 55,Rugs,241.5,1
585769,212037,SKU 55,Rugs,241.5,1
584270,338977,SKU 55,Rugs,239.575,1
576658,333802,SKU 55,Rugs,262.5,1
574131,328956,SKU 55,Rugs,262.5,1
574453,332127,SKU 55,Rugs,262.5,1
579909,336458,SKU 55,Rugs,262.5,1
579258,335547,SKU 55,Rugs,262.5,1
577549,334410,SKU 55,Rugs,262.5,1
576640,333777,SKU 55,Rugs,262.5,1
572974,330821,SKU 55,Rugs,262.5,1
556597,302619,SKU 55,Rugs,239.61,1
568552,327797,SKU 55,Rugs,262.5,1
563571,323579,SKU 55,Rugs,190.925,1
563541,323561,SKU 55,Rugs,525,2
559031,319989,SKU 55,Rugs,262.5,1
638092,297862,SKU 55,Rugs,227.5,1
629254,140259,SKU 55,Rugs,262.5,1
628563,320796,SKU 55,Rugs,262.5,1
627969,228221,SKU 55,Rugs,262.5,1
590475,343670,SKU 55,Rugs,241.5,1
586129,340283,SKU 55,Rugs,241.5,1
622823,344080,SKU 55,Rugs,262.5,1
610540,345147,SKU 55,Rugs,194.075,1
609538,305068,SKU 55,Rugs,206.5,1
601477,350036,SKU 55,Rugs,241.5,1
570710,329061,SKU 55,Rugs,262.5,1
572147,202228,SKU 55,Rugs,262.5,1
571094,329395,SKU 55,Rugs,262.5,1
569946,328804,SKU 55,Rugs,262.5,1
569381,327985,SKU 55,Rugs,238.84,1
568669,327573,SKU 55,Rugs,262.5,1
564141,322695,SKU 55,Rugs,262.5,1
564524,324181,SKU 55,Rugs,262.5,1
562288,322558,SKU 55,Rugs,262.5,1
559627,320395,SKU 55,Rugs,262.5,1
399928,107846,SKU 55,Rugs,413,2
599389,350910,SKU 55,Rugs,241.5,1
592427,346527,SKU 55,Rugs,241.5,1
593539,346244,SKU 55,Rugs,241.5,1
591942,345054,SKU 55,Rugs,241.5,1
572775,303846,SKU 56,Poufs,311.5,1
572178,330270,SKU 56,Poufs,311.5,1
569172,327864,SKU 56,Poufs,286.02,1
568157,327219,SKU 56,Poufs,311.5,1
567230,326505,SKU 56,Poufs,311.5,1
565012,324573,SKU 56,Poufs,311.5,1
563378,323401,SKU 56,Poufs,311.5,1
562971,312708,SKU 56,Poufs,311.5,1
562096,322808,SKU 56,Poufs,311.5,1
562361,299562,SKU 56,Poufs,311.5,1
562036,322392,SKU 56,Poufs,311.5,1
561546,321971,SKU 56,Poufs,311.5,1
561169,321641,SKU 56,Poufs,311.5,1
572592,330527,SKU 56,Poufs,0,1
571329,329758,SKU 56,Poufs,311.5,1
570912,329218,SKU 56,Poufs,311.5,1
570428,328843,SKU 56,Poufs,311.5,1
566547,325976,SKU 56,Poufs,311.5,1
563234,323313,SKU 56,Poufs,311.5,1
564007,194818,SKU 56,Poufs,311.5,1
563956,323872,SKU 56,Poufs,311.5,1
562263,239517,SKU 56,Poufs,311.5,1
588751,233152,SKU 57,Area Rugs,346.5,1
587029,340890,SKU 57,Area Rugs,346.5,1
586788,340744,SKU 57,Area Rugs,346.5,1
581246,336965,SKU 57,Area Rugs,414.12,1
577592,334431,SKU 57,Area Rugs,424.97,1
589054,196082,SKU 57,Area Rugs,346.5,1
582437,337755,SKU 57,Area Rugs,421.435,1
577292,332632,SKU 57,Area Rugs,410.55,1
578483,334529,SKU 57,Area Rugs,451.5,1
602024,352750,SKU 57,Area Rugs,416.5,1
601544,352419,SKU 57,Area Rugs,416.5,1
572373,330392,SKU 57,Area Rugs,451.5,1
572146,202228,SKU 57,Area Rugs,451.5,1
570225,328644,SKU 57,Area Rugs,451.5,1
568718,327593,SKU 57,Area Rugs,451.5,1
638846,196617,SKU 57,Area Rugs,346.5,1
596858,348762,SKU 57,Area Rugs,416.5,1
596098,348190,SKU 57,Area Rugs,416.5,1
591704,344812,SKU 57,Area Rugs,416.5,1
589416,342923,SKU 57,Area Rugs,416.5,1
588387,342155,SKU 57,Area Rugs,346.5,1
587972,318570,SKU 57,Area Rugs,346.5,1
603086,353579,SKU 57,Area Rugs,376.565,1
576097,333672,SKU 57,Area Rugs,451.5,1
575943,329099,SKU 57,Area Rugs,451.5,1
574124,331761,SKU 57,Area Rugs,451.5,1
572480,330457,SKU 57,Area Rugs,346.5,1
568156,327219,SKU 57,Area Rugs,451.5,1
566587,325976,SKU 57,Area Rugs,451.5,1
563812,171718,SKU 57,Area Rugs,451.5,1
602447,353087,SKU 57,Area Rugs,416.5,1
598189,349916,SKU 57,Area Rugs,416.5,1
600717,351779,SKU 57,Area Rugs,389.2,1
598906,224935,SKU 57,Area Rugs,416.5,1
597743,349534,SKU 57,Area Rugs,416.5,1
594328,346842,SKU 57,Area Rugs,416.5,1
593900,346496,SKU 57,Area Rugs,416.5,1
593604,346361,SKU 57,Area Rugs,416.5,1
592117,345171,SKU 57,Area Rugs,416.5,1
591222,344280,SKU 57,Area Rugs,311.5,1
619015,312968,SKU 57,Area Rugs,434.455,1
589668,343102,SKU 58,Rugs,389.2,1
637917,247255,SKU 58,Rugs,486.5,1
578133,334779,SKU 58,Rugs,445.27,1
649243,308437,SKU 58,Rugs,464.345,1
596900,230632,SKU 58,Rugs,486.5,1
567048,326397,SKU 58,Rugs,486.5,1
595854,348044,SKU 58,Rugs,486.5,1
589273,342830,SKU 58,Rugs,486.5,1
607411,327903,SKU 58,Rugs,346.5,1
559721,320466,SKU 58,Rugs,486.5,1
608127,336010,SKU 58,Rugs,346.5,1
595868,320773,SKU 58,Rugs,381.5,1
584052,338792,SKU 59,Chaise Sectional Sofas,45.395,1
579146,335431,SKU 59,Chaise Sectional Sofas,6391.105,1
577367,334287,SKU 59,Chaise Sectional Sofas,6486.375,1
575394,332771,SKU 59,Chaise Sectional Sofas,6996.5,1
601033,351967,SKU 59,Chaise Sectional Sofas,6996.5,1
572731,330638,SKU 59,Chaise Sectional Sofas,6296.5,1
570654,329007,SKU 59,Chaise Sectional Sofas,6296.5,1
570162,328603,SKU 59,Chaise Sectional Sofas,6296.5,1
568684,327576,SKU 59,Chaise Sectional Sofas,6296.5,1
567826,326967,SKU 59,Chaise Sectional Sofas,6296.5,1
567111,326418,SKU 59,Chaise Sectional Sofas,6296.5,1
563881,323814,SKU 59,Chaise Sectional Sofas,6296.5,1
562347,317284,SKU 59,Chaise Sectional Sofas,6191.5,1
562441,322511,SKU 59,Chaise Sectional Sofas,6296.5,1
591653,344824,SKU 59,Chaise Sectional Sofas,6996.5,1
586756,340743,SKU 59,Chaise Sectional Sofas,6996.5,1
584291,338996,SKU 59,Chaise Sectional Sofas,6394.045,1
573256,331103,SKU 59,Chaise Sectional Sofas,6296.5,1
572704,330620,SKU 59,Chaise Sectional Sofas,6296.5,1
572813,330694,SKU 59,Chaise Sectional Sofas,6296.5,1
572376,330396,SKU 59,Chaise Sectional Sofas,6296.5,1
570133,328519,SKU 59,Chaise Sectional Sofas,6296.5,1
569547,328124,SKU 59,Chaise Sectional Sofas,6296.5,1
568981,327787,SKU 59,Chaise Sectional Sofas,6296.5,1
567062,326365,SKU 59,Chaise Sectional Sofas,6296.5,1
564194,323981,SKU 59,Chaise Sectional Sofas,6296.5,1
562135,322455,SKU 59,Chaise Sectional Sofas,6296.5,1
555976,319894,SKU 59,Chaise Sectional Sofas,6296.5,1
592181,345224,SKU 59,Chaise Sectional Sofas,6996.5,1
578675,335083,SKU 60,Throws,112,1
576734,333858,SKU 60,Throws,0,1
576294,333540,SKU 60,Throws,0,1
576211,333472,SKU 60,Throws,0,1
640217,317123,SKU 60,Throws,122.5,1
